Death.Month,Age.Group,Sex,Condition,Total.Deaths
9,18-29 years,Male (M),C19+MCVD,19
9,18-29 years,Male (M),C19+Obesity,10
9,18-29 years,Male (M),COVID-19,41
9,30-39 years,Female (F),C19+Chronic.Lower.Resp.Disease,3
9,30-39 years,Female (F),C19+Diabetes,9
9,30-39 years,Female (F),C19+Hypertensive.Diseases,7
9,30-39 years,Female (F),C19+Hypertensive+MCVD,25
9,30-39 years,Female (F),C19+Kidney.Disease,13
9,30-39 years,Female (F),C19+MCVD,25
9,30-39 years,Female (F),C19+Obesity,16
9,30-39 years,Female (F),COVID-19,74
9,30-39 years,Male (M),C19+Chronic.Lower.Resp.Disease,2
9,30-39 years,Male (M),C19+Diabetes,14
9,30-39 years,Male (M),C19+Hypertensive.Diseases,4
9,30-39 years,Male (M),C19+Hypertensive+MCVD,40
9,30-39 years,Male (M),C19+Kidney.Disease,17
9,30-39 years,Male (M),C19+MCVD,40
9,30-39 years,Male (M),C19+Obesity,15
9,30-39 years,Male (M),COVID-19,116
9,40-49 years,Female (F),C19+Chronic.Lower.Resp.Disease,10
9,40-49 years,Female (F),C19+Diabetes,48
9,40-49 years,Female (F),C19+Hypertensive.Diseases,17
9,40-49 years,Female (F),C19+Hypertensive+MCVD,68
9,40-49 years,Female (F),C19+Kidney.Disease,20
9,40-49 years,Female (F),C19+MCVD,68
9,40-49 years,Female (F),C19+Obesity,40
9,40-49 years,Female (F),COVID-19,187
9,40-49 years,Male (M),C19+Chronic.Lower.Resp.Disease,5
9,40-49 years,Male (M),C19+Diabetes,54
9,40-49 years,Male (M),C19+Hypertensive.Diseases,40
9,40-49 years,Male (M),C19+Hypertensive+MCVD,125
9,40-49 years,Male (M),C19+Kidney.Disease,31
9,40-49 years,Male (M),C19+MCVD,125
9,40-49 years,Male (M),C19+Obesity,39
9,40-49 years,Male (M),COVID-19,324
9,50-59 years,Female (F),C19+Chronic.Lower.Resp.Disease,29
9,50-59 years,Female (F),C19+Diabetes,110
9,50-59 years,Female (F),C19+Hypertensive.Diseases,78
9,50-59 years,Female (F),C19+Hypertensive+MCVD,187
9,50-59 years,Female (F),C19+Kidney.Disease,67
9,50-59 years,Female (F),C19+MCVD,187
9,50-59 years,Female (F),C19+Obesity,73
9,50-59 years,Female (F),COVID-19,474
9,50-59 years,Male (M),C19+Chronic.Lower.Resp.Disease,36
9,50-59 years,Male (M),C19+Diabetes,171
9,50-59 years,Male (M),C19+Hypertensive.Diseases,137
9,50-59 years,Male (M),C19+Hypertensive+MCVD,341
9,50-59 years,Male (M),C19+Kidney.Disease,100
9,50-59 years,Male (M),C19+MCVD,341
9,50-59 years,Male (M),C19+Obesity,62
9,50-59 years,Male (M),COVID-19,841
9,60-69 years,Female (F),C19+Chronic.Lower.Resp.Disease,113
9,60-69 years,Female (F),C19+Diabetes,238
9,60-69 years,Female (F),C19+Hypertensive.Diseases,210
9,60-69 years,Female (F),C19+Hypertensive+MCVD,486
9,60-69 years,Female (F),C19+Kidney.Disease,138
9,60-69 years,Female (F),C19+MCVD,486
9,60-69 years,Female (F),C19+Obesity,107
9,60-69 years,Female (F),COVID-19,1123
9,60-69 years,Male (M),C19+Chronic.Lower.Resp.Disease,154
9,60-69 years,Male (M),C19+Diabetes,354
9,60-69 years,Male (M),C19+Hypertensive.Diseases,294
9,60-69 years,Male (M),C19+Hypertensive+MCVD,731
9,60-69 years,Male (M),C19+Kidney.Disease,220
9,60-69 years,Male (M),C19+MCVD,731
9,60-69 years,Male (M),C19+Obesity,101
9,60-69 years,Male (M),COVID-19,1732
9,70-79 years,Female (F),C19+Chronic.Lower.Resp.Disease,196
9,70-79 years,Female (F),C19+Diabetes,311
9,70-79 years,Female (F),C19+Hypertensive.Diseases,333
9,70-79 years,Female (F),C19+Hypertensive+MCVD,796
9,70-79 years,Female (F),C19+Kidney.Disease,175
9,70-79 years,Female (F),C19+MCVD,796
9,70-79 years,Female (F),C19+Obesity,82
9,70-79 years,Female (F),COVID-19,1831
9,70-79 years,Male (M),C19+Chronic.Lower.Resp.Disease,252
9,70-79 years,Male (M),C19+Diabetes,478
9,70-79 years,Male (M),C19+Hypertensive.Diseases,438
9,70-79 years,Male (M),C19+Hypertensive+MCVD,1178
9,70-79 years,Male (M),C19+Kidney.Disease,317
9,70-79 years,Male (M),C19+MCVD,1178
9,70-79 years,Male (M),C19+Obesity,77
9,70-79 years,Male (M),COVID-19,2534
9,80+ years,Female (F),C19+Chronic.Lower.Resp.Disease,318
9,80+ years,Female (F),C19+Diabetes,426
9,80+ years,Female (F),C19+Hypertensive.Diseases,785
9,80+ years,Female (F),C19+Hypertensive+MCVD,1785
9,80+ years,Female (F),C19+Kidney.Disease,255
9,80+ years,Female (F),C19+MCVD,1785
9,80+ years,Female (F),C19+Obesity,31
9,80+ years,Female (F),COVID-19,3847
9,80+ years,Male (M),C19+Chronic.Lower.Resp.Disease,340
9,80+ years,Male (M),C19+Diabetes,394
9,80+ years,Male (M),C19+Hypertensive.Diseases,580
9,80+ years,Male (M),C19+Hypertensive+MCVD,1590
9,80+ years,Male (M),C19+Kidney.Disease,331
9,80+ years,Male (M),C19+MCVD,1590
9,80+ years,Male (M),C19+Obesity,16
9,80+ years,Male (M),COVID-19,3277
