"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"MA","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",4064
2020-02-01,2020-11-07,"MA","COVID-19","COVID-19","U071","All Ages",8266
2020-02-01,2020-11-07,"MI","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",3167
2020-02-01,2020-11-07,"MI","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",563
2020-02-01,2020-11-07,"MI","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",477
2020-02-01,2020-11-07,"MI","Respiratory diseases","Respiratory failure","J96","All Ages",2358
2020-02-01,2020-11-07,"MI","Respiratory diseases","Respiratory arrest","R09.2","All Ages",55
2020-02-01,2020-11-07,"MI","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",175
2020-02-01,2020-11-07,"MI","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",1039
2020-02-01,2020-11-07,"MI","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",677
2020-02-01,2020-11-07,"MI","Circulatory diseases","Cardiac arrest","I46","All Ages",434
2020-02-01,2020-11-07,"MI","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",336
2020-02-01,2020-11-07,"MI","Circulatory diseases","Heart failure","I50","All Ages",455
2020-02-01,2020-11-07,"MI","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",335
2020-02-01,2020-11-07,"MI","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",326
2020-02-01,2020-11-07,"MI","Sepsis","Sepsis","A40-A41","All Ages",832
2020-02-01,2020-11-07,"MI","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",295
2020-02-01,2020-11-07,"MI","Diabetes","Diabetes","E10-E14","All Ages",784
2020-02-01,2020-11-07,"MI","Obesity","Obesity","E65-E68","All Ages",184
2020-02-01,2020-11-07,"MI","Alzheimer disease","Alzheimer disease","G30","All Ages",207
2020-02-01,2020-11-07,"MI","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",628
2020-02-01,2020-11-07,"MI","Renal failure","Renal failure","N17-N19","All Ages",681
2020-02-01,2020-11-07,"MI","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",234
2020-02-01,2020-11-07,"MI","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",3007
2020-02-01,2020-11-07,"MI","COVID-19","COVID-19","U071","All Ages",6804
2020-02-01,2020-11-07,"MN","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",680
2020-02-01,2020-11-07,"MN","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",305
2020-02-01,2020-11-07,"MN","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",310
2020-02-01,2020-11-07,"MN","Respiratory diseases","Respiratory failure","J96","All Ages",686
2020-02-01,2020-11-07,"MN","Respiratory diseases","Respiratory arrest","R09.2","All Ages",15
2020-02-01,2020-11-07,"MN","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",119
2020-02-01,2020-11-07,"MN","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",670
2020-02-01,2020-11-07,"MN","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",331
2020-02-01,2020-11-07,"MN","Circulatory diseases","Cardiac arrest","I46","All Ages",58
2020-02-01,2020-11-07,"MN","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",288
2020-02-01,2020-11-07,"MN","Circulatory diseases","Heart failure","I50","All Ages",314
2020-02-01,2020-11-07,"MN","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",213
2020-02-01,2020-11-07,"MN","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",264
2020-02-01,2020-11-07,"MN","Sepsis","Sepsis","A40-A41","All Ages",145
2020-02-01,2020-11-07,"MN","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",175
2020-02-01,2020-11-07,"MN","Diabetes","Diabetes","E10-E14","All Ages",465
2020-02-01,2020-11-07,"MN","Obesity","Obesity","E65-E68","All Ages",80
2020-02-01,2020-11-07,"MN","Alzheimer disease","Alzheimer disease","G30","All Ages",272
2020-02-01,2020-11-07,"MN","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",652
2020-02-01,2020-11-07,"MN","Renal failure","Renal failure","N17-N19","All Ages",222
2020-02-01,2020-11-07,"MN","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",169
2020-02-01,2020-11-07,"MN","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",2355
2020-02-01,2020-11-07,"MN","COVID-19","COVID-19","U071","All Ages",2479
2020-02-01,2020-11-07,"MS","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",1557
2020-02-01,2020-11-07,"MS","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",308
2020-02-01,2020-11-07,"MS","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",546
2020-02-01,2020-11-07,"MS","Respiratory diseases","Respiratory failure","J96","All Ages",1622
2020-02-01,2020-11-07,"MS","Respiratory diseases","Respiratory arrest","R09.2","All Ages",111
2020-02-01,2020-11-07,"MS","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",135
2020-02-01,2020-11-07,"MS","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",934
2020-02-01,2020-11-07,"MS","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",333
2020-02-01,2020-11-07,"MS","Circulatory diseases","Cardiac arrest","I46","All Ages",365
2020-02-01,2020-11-07,"MS","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",195
2020-02-01,2020-11-07,"MS","Circulatory diseases","Heart failure","I50","All Ages",333
2020-02-01,2020-11-07,"MS","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",195
2020-02-01,2020-11-07,"MS","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",243
2020-02-01,2020-11-07,"MS","Sepsis","Sepsis","A40-A41","All Ages",295
2020-02-01,2020-11-07,"MS","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",187
2020-02-01,2020-11-07,"MS","Diabetes","Diabetes","E10-E14","All Ages",576
2020-02-01,2020-11-07,"MS","Obesity","Obesity","E65-E68","All Ages",119
2020-02-01,2020-11-07,"MS","Alzheimer disease","Alzheimer disease","G30","All Ages",134
2020-02-01,2020-11-07,"MS","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",250
2020-02-01,2020-11-07,"MS","Renal failure","Renal failure","N17-N19","All Ages",348
2020-02-01,2020-11-07,"MS","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",88
2020-02-01,2020-11-07,"MS","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",1681
2020-02-01,2020-11-07,"MS","COVID-19","COVID-19","U071","All Ages",3274
2020-02-01,2020-11-07,"MO","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",1134
2020-02-01,2020-11-07,"MO","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",252
2020-02-01,2020-11-07,"MO","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",262
2020-02-01,2020-11-07,"MO","Respiratory diseases","Respiratory failure","J96","All Ages",1089
2020-02-01,2020-11-07,"MO","Respiratory diseases","Respiratory arrest","R09.2","All Ages",41
2020-02-01,2020-11-07,"MO","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",132
2020-02-01,2020-11-07,"MO","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",342
2020-02-01,2020-11-07,"MO","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",264
2020-02-01,2020-11-07,"MO","Circulatory diseases","Cardiac arrest","I46","All Ages",137
2020-02-01,2020-11-07,"MO","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",232
2020-02-01,2020-11-07,"MO","Circulatory diseases","Heart failure","I50","All Ages",229
2020-02-01,2020-11-07,"MO","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",165
2020-02-01,2020-11-07,"MO","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",167
2020-02-01,2020-11-07,"MO","Sepsis","Sepsis","A40-A41","All Ages",340
2020-02-01,2020-11-07,"MO","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",140
2020-02-01,2020-11-07,"MO","Diabetes","Diabetes","E10-E14","All Ages",294
2020-02-01,2020-11-07,"MO","Obesity","Obesity","E65-E68","All Ages",65
2020-02-01,2020-11-07,"MO","Alzheimer disease","Alzheimer disease","G30","All Ages",174
2020-02-01,2020-11-07,"MO","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",319
2020-02-01,2020-11-07,"MO","Renal failure","Renal failure","N17-N19","All Ages",385
2020-02-01,2020-11-07,"MO","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",79
2020-02-01,2020-11-07,"MO","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",1613
2020-02-01,2020-11-07,"MO","COVID-19","COVID-19","U071","All Ages",3202
2020-02-01,2020-11-07,"MT","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",144
2020-02-01,2020-11-07,"MT","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",54
2020-02-01,2020-11-07,"MT","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",30
2020-02-01,2020-11-07,"MT","Respiratory diseases","Respiratory failure","J96","All Ages",205
2020-02-01,2020-11-07,"MT","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",23
2020-02-01,2020-11-07,"MT","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",79
2020-02-01,2020-11-07,"MT","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",64
2020-02-01,2020-11-07,"MT","Circulatory diseases","Cardiac arrest","I46","All Ages",25
2020-02-01,2020-11-07,"MT","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",33
2020-02-01,2020-11-07,"MT","Circulatory diseases","Heart failure","I50","All Ages",29
2020-02-01,2020-11-07,"MT","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",19
2020-02-01,2020-11-07,"MT","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",32
2020-02-01,2020-11-07,"MT","Sepsis","Sepsis","A40-A41","All Ages",28
2020-02-01,2020-11-07,"MT","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",17
2020-02-01,2020-11-07,"MT","Diabetes","Diabetes","E10-E14","All Ages",84
2020-02-01,2020-11-07,"MT","Obesity","Obesity","E65-E68","All Ages",19
2020-02-01,2020-11-07,"MT","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",38
2020-02-01,2020-11-07,"MT","Renal failure","Renal failure","N17-N19","All Ages",27
2020-02-01,2020-11-07,"MT","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",18
2020-02-01,2020-11-07,"MT","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",341
2020-02-01,2020-11-07,"MT","COVID-19","COVID-19","U071","All Ages",361
2020-02-01,2020-11-07,"NE","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",276
2020-02-01,2020-11-07,"NE","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",93
2020-02-01,2020-11-07,"NE","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",102
2020-02-01,2020-11-07,"NE","Respiratory diseases","Respiratory failure","J96","All Ages",315
2020-02-01,2020-11-07,"NE","Respiratory diseases","Respiratory arrest","R09.2","All Ages",35
2020-02-01,2020-11-07,"NE","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",34
2020-02-01,2020-11-07,"NE","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",122
2020-02-01,2020-11-07,"NE","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",73
2020-02-01,2020-11-07,"NE","Circulatory diseases","Cardiac arrest","I46","All Ages",78
2020-02-01,2020-11-07,"NE","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",61
2020-02-01,2020-11-07,"NE","Circulatory diseases","Heart failure","I50","All Ages",82
2020-02-01,2020-11-07,"NE","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",40
2020-02-01,2020-11-07,"NE","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",63
2020-02-01,2020-11-07,"NE","Sepsis","Sepsis","A40-A41","All Ages",75
2020-02-01,2020-11-07,"NE","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",51
2020-02-01,2020-11-07,"NE","Diabetes","Diabetes","E10-E14","All Ages",122
2020-02-01,2020-11-07,"NE","Obesity","Obesity","E65-E68","All Ages",27
2020-02-01,2020-11-07,"NE","Alzheimer disease","Alzheimer disease","G30","All Ages",42
2020-02-01,2020-11-07,"NE","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",118
2020-02-01,2020-11-07,"NE","Renal failure","Renal failure","N17-N19","All Ages",79
2020-02-01,2020-11-07,"NE","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",31
2020-02-01,2020-11-07,"NE","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",538
2020-02-01,2020-11-07,"NE","COVID-19","COVID-19","U071","All Ages",732
2020-02-01,2020-11-07,"NV","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",1236
2020-02-01,2020-11-07,"NV","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",92
2020-02-01,2020-11-07,"NV","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",685
2020-02-01,2020-11-07,"NV","Respiratory diseases","Respiratory failure","J96","All Ages",538
2020-02-01,2020-11-07,"NV","Respiratory diseases","Respiratory arrest","R09.2","All Ages",19
2020-02-01,2020-11-07,"NV","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",61
2020-02-01,2020-11-07,"NV","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",228
2020-02-01,2020-11-07,"NV","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",123
2020-02-01,2020-11-07,"NV","Circulatory diseases","Cardiac arrest","I46","All Ages",414
2020-02-01,2020-11-07,"NV","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",84
2020-02-01,2020-11-07,"NV","Circulatory diseases","Heart failure","I50","All Ages",102
2020-02-01,2020-11-07,"NV","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",71
2020-02-01,2020-11-07,"NV","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",76
2020-02-01,2020-11-07,"NV","Sepsis","Sepsis","A40-A41","All Ages",278
2020-02-01,2020-11-07,"NV","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",83
2020-02-01,2020-11-07,"NV","Diabetes","Diabetes","E10-E14","All Ages",209
2020-02-01,2020-11-07,"NV","Obesity","Obesity","E65-E68","All Ages",65
2020-02-01,2020-11-07,"NV","Alzheimer disease","Alzheimer disease","G30","All Ages",26
2020-02-01,2020-11-07,"NV","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",66
2020-02-01,2020-11-07,"NV","Renal failure","Renal failure","N17-N19","All Ages",161
2020-02-01,2020-11-07,"NV","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",40
2020-02-01,2020-11-07,"NV","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",973
2020-02-01,2020-11-07,"NV","COVID-19","COVID-19","U071","All Ages",1689
2020-02-01,2020-11-07,"NH","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",118
2020-02-01,2020-11-07,"NH","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",43
2020-02-01,2020-11-07,"NH","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",32
2020-02-01,2020-11-07,"NH","Respiratory diseases","Respiratory failure","J96","All Ages",161
2020-02-01,2020-11-07,"NH","Respiratory diseases","Respiratory arrest","R09.2","All Ages",11
2020-02-01,2020-11-07,"NH","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",17
2020-02-01,2020-11-07,"NH","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",42
2020-02-01,2020-11-07,"NH","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",44
2020-02-01,2020-11-07,"NH","Circulatory diseases","Cardiac arrest","I46","All Ages",23
2020-02-01,2020-11-07,"NH","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",32
2020-02-01,2020-11-07,"NH","Circulatory diseases","Heart failure","I50","All Ages",48
2020-02-01,2020-11-07,"NH","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",13
2020-02-01,2020-11-07,"NH","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",31
2020-02-01,2020-11-07,"NH","Sepsis","Sepsis","A40-A41","All Ages",28
2020-02-01,2020-11-07,"NH","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",18
2020-02-01,2020-11-07,"NH","Diabetes","Diabetes","E10-E14","All Ages",37
2020-02-01,2020-11-07,"NH","Alzheimer disease","Alzheimer disease","G30","All Ages",16
2020-02-01,2020-11-07,"NH","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",87
2020-02-01,2020-11-07,"NH","Renal failure","Renal failure","N17-N19","All Ages",40
2020-02-01,2020-11-07,"NH","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",23
2020-02-01,2020-11-07,"NH","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",206
2020-02-01,2020-11-07,"NH","COVID-19","COVID-19","U071","All Ages",464
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",6773
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",828
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",2515
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Respiratory failure","J96","All Ages",5940
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Respiratory arrest","R09.2","All Ages",472
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",478
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",2274
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",1477
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Cardiac arrest","I46","All Ages",2765
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",924
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Heart failure","I50","All Ages",797
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",701
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",802
2020-02-01,2020-11-07,"NJ","Sepsis","Sepsis","A40-A41","All Ages",1457
2020-02-01,2020-11-07,"NJ","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",652
2020-02-01,2020-11-07,"NJ","Diabetes","Diabetes","E10-E14","All Ages",1607
2020-02-01,2020-11-07,"NJ","Obesity","Obesity","E65-E68","All Ages",282
2020-02-01,2020-11-07,"NJ","Alzheimer disease","Alzheimer disease","G30","All Ages",372
2020-02-01,2020-11-07,"NJ","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",1422
2020-02-01,2020-11-07,"NJ","Renal failure","Renal failure","N17-N19","All Ages",1384
2020-02-01,2020-11-07,"NJ","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",447
2020-02-01,2020-11-07,"NJ","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",8176
2020-02-01,2020-11-07,"NJ","COVID-19","COVID-19","U071","All Ages",14611
2020-02-01,2020-11-07,"NM","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",407
2020-02-01,2020-11-07,"NM","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",65
2020-02-01,2020-11-07,"NM","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",116
2020-02-01,2020-11-07,"NM","Respiratory diseases","Respiratory failure","J96","All Ages",247
2020-02-01,2020-11-07,"NM","Respiratory diseases","Respiratory arrest","R09.2","All Ages",16
2020-02-01,2020-11-07,"NM","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",36
2020-02-01,2020-11-07,"NM","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",138
2020-02-01,2020-11-07,"NM","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",96
2020-02-01,2020-11-07,"NM","Circulatory diseases","Cardiac arrest","I46","All Ages",69
2020-02-01,2020-11-07,"NM","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",44
2020-02-01,2020-11-07,"NM","Circulatory diseases","Heart failure","I50","All Ages",35
2020-02-01,2020-11-07,"NM","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",35
2020-02-01,2020-11-07,"NM","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",40
2020-02-01,2020-11-07,"NM","Sepsis","Sepsis","A40-A41","All Ages",69
2020-02-01,2020-11-07,"NM","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",30
2020-02-01,2020-11-07,"NM","Diabetes","Diabetes","E10-E14","All Ages",150
2020-02-01,2020-11-07,"NM","Obesity","Obesity","E65-E68","All Ages",46
2020-02-01,2020-11-07,"NM","Alzheimer disease","Alzheimer disease","G30","All Ages",28
2020-02-01,2020-11-07,"NM","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",78
2020-02-01,2020-11-07,"NM","Renal failure","Renal failure","N17-N19","All Ages",62
2020-02-01,2020-11-07,"NM","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",24
2020-02-01,2020-11-07,"NM","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",419
2020-02-01,2020-11-07,"NM","COVID-19","COVID-19","U071","All Ages",905
2020-02-01,2020-11-07,"NY","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",5477
2020-02-01,2020-11-07,"NY","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",809
2020-02-01,2020-11-07,"NY","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",2405
